s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,Pa
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_GEOM,Q_ENTH,Q_TOTAL,MLR_FUEL,MLR_TOTAL,ZONE_1
 1.0191215E+002, 9.8741596E+001,-3.6651552E+001, 1.5328293E+000,-2.7087034E+001,-1.4363814E+000, 1.4747992E+001, 0.0000000E+000, 0.0000000E+000, 5.2048432E+001, 4.9847449E+001, 5.2638253E-003, 5.2638253E-003, 1.7636006E+003
 1.0200642E+002, 9.8814925E+001,-3.6688474E+001, 1.5332294E+000,-2.7088556E+001,-1.4366179E+000, 1.4761441E+001, 0.0000000E+000, 0.0000000E+000, 5.2114425E+001, 4.9895947E+001, 5.2638253E-003, 5.2638253E-003, 1.7648995E+003
 1.0214783E+002, 9.8872578E+001,-3.6711268E+001, 1.5336549E+000,-2.7090822E+001,-1.4368584E+000, 1.4776104E+001, 0.0000000E+000, 0.0000000E+000, 5.2134045E+001, 4.9943389E+001, 5.2638253E-003, 5.2638253E-003, 1.7668499E+003
 1.0224211E+002, 9.8934706E+001,-3.6722654E+001, 1.5340773E+000,-2.7092556E+001,-1.4370972E+000, 1.4794879E+001, 0.0000000E+000, 0.0000000E+000, 5.2228388E+001, 5.0011354E+001, 5.2638253E-003, 5.2638253E-003, 1.7681515E+003
 1.0238353E+002, 9.9002484E+001,-3.6746844E+001, 1.5344646E+000,-2.7094046E+001,-1.4373259E+000, 1.4812278E+001, 0.0000000E+000, 0.0000000E+000, 5.2307141E+001, 5.0071011E+001, 5.2638253E-003, 5.2638253E-003, 1.7701064E+003
 1.0252494E+002, 9.9223632E+001,-3.6821658E+001, 1.5348948E+000,-2.7095164E+001,-1.4375973E+000, 1.4860411E+001, 0.0000000E+000, 0.0000000E+000, 5.2380202E+001, 5.0264519E+001, 5.2638253E-003, 5.2638253E-003, 1.7720663E+003
 1.0261922E+002, 9.9702632E+001,-3.7001284E+001, 1.5352058E+000,-2.7097791E+001,-1.4378530E+000, 1.4967685E+001, 0.0000000E+000, 0.0000000E+000, 5.2742947E+001, 5.0668595E+001, 5.2638253E-003, 5.2638253E-003, 1.7733814E+003
 1.0276064E+002, 1.0000158E+002,-3.7101395E+001, 1.5354969E+000,-2.7101329E+001,-1.4381217E+000, 1.5058560E+001, 0.0000000E+000, 0.0000000E+000, 5.3130522E+001, 5.0954792E+001, 5.2638253E-003, 5.2638253E-003, 1.7753677E+003
 1.0285491E+002, 1.0015085E+002,-3.7151053E+001, 1.5357659E+000,-2.7102397E+001,-1.4383814E+000, 1.5106333E+001, 0.0000000E+000, 0.0000000E+000, 5.3309953E+001, 5.1101115E+001, 5.2638253E-003, 5.2638253E-003, 1.7766967E+003
 1.0299633E+002, 1.0014979E+002,-3.7149551E+001, 1.5359574E+000,-2.7099955E+001,-1.4386138E+000, 1.5115480E+001, 0.0000000E+000, 0.0000000E+000, 5.3347612E+001, 5.1113108E+001, 5.2638253E-003, 5.2638253E-003, 1.7786921E+003
 1.0309061E+002, 1.0004565E+002,-3.7106645E+001, 1.5360838E+000,-2.7094482E+001,-1.4388109E+000, 1.5102911E+001, 0.0000000E+000, 0.0000000E+000, 5.3370739E+001, 5.1044711E+001, 5.2638253E-003, 5.2638253E-003, 1.7800220E+003
 1.0323202E+002, 9.9861092E+001,-3.7046814E+001, 1.5361189E+000,-2.7088182E+001,-1.4389475E+000, 1.5059292E+001, 0.0000000E+000, 0.0000000E+000, 5.3197760E+001, 5.0882559E+001, 5.2638253E-003, 5.2638253E-003, 1.7820115E+003
 1.0332629E+002, 9.9623353E+001,-3.6968906E+001, 1.5360670E+000,-2.7083386E+001,-1.4390134E+000, 1.4997908E+001, 0.0000000E+000, 0.0000000E+000, 5.2956284E+001, 5.0666023E+001, 5.2638253E-003, 5.2638253E-003, 1.7833325E+003
 1.0346771E+002, 9.9353390E+001,-3.6877199E+001, 1.5359461E+000,-2.7078907E+001,-1.4390033E+000, 1.4931108E+001, 0.0000000E+000, 0.0000000E+000, 5.2727300E+001, 5.0425335E+001, 5.2638253E-003, 5.2638253E-003, 1.7853056E+003
 1.0356199E+002, 9.9062587E+001,-3.6788137E+001, 1.5357799E+000,-2.7075446E+001,-1.4389273E+000, 1.4852477E+001, 0.0000000E+000, 0.0000000E+000, 5.2491177E+001, 5.0148334E+001, 5.2638253E-003, 5.2638253E-003, 1.7866143E+003
 1.0370340E+002, 9.8771203E+001,-3.6692498E+001, 1.5355306E+000,-2.7074072E+001,-1.4387818E+000, 1.4771146E+001, 0.0000000E+000, 0.0000000E+000, 5.2211819E+001, 4.9872528E+001, 5.2638253E-003, 5.2638253E-003, 1.7885664E+003
 1.0384482E+002, 9.8424602E+001,-3.6576738E+001, 1.5351850E+000,-2.7073939E+001,-1.4385333E+000, 1.4679103E+001, 0.0000000E+000, 0.0000000E+000, 5.1861939E+001, 4.9549680E+001, 5.2638253E-003, 5.2638253E-003, 1.7905063E+003
 1.0393909E+002, 9.8323196E+001,-3.6542290E+001, 1.5348514E+000,-2.7075212E+001,-1.4382746E+000, 1.4631269E+001, 0.0000000E+000, 0.0000000E+000, 5.1600470E+001, 4.9433539E+001, 5.2638253E-003, 5.2638253E-003, 1.7917935E+003
 1.0408051E+002, 9.8507170E+001,-3.6602485E+001, 1.5345050E+000,-2.7079879E+001,-1.4380144E+000, 1.4678892E+001, 0.0000000E+000, 0.0000000E+000, 5.1751515E+001, 4.9600190E+001, 5.2638253E-003, 5.2638253E-003, 1.7937303E+003
 1.0417478E+002, 9.8544411E+001,-3.6617059E+001, 1.5342025E+000,-2.7087307E+001,-1.4377404E+000, 1.4694340E+001, 0.0000000E+000, 0.0000000E+000, 5.1855120E+001, 4.9630847E+001, 5.2638253E-003, 5.2638253E-003, 1.7950237E+003
 1.0431620E+002, 9.8518675E+001,-3.6602853E+001, 1.5339062E+000,-2.7096817E+001,-1.4374552E+000, 1.4685643E+001, 0.0000000E+000, 0.0000000E+000, 5.1816059E+001, 4.9601099E+001, 5.2638253E-003, 5.2638253E-003, 1.7969626E+003
 1.0441048E+002, 9.8484020E+001,-3.6595246E+001, 1.5336245E+000,-2.7107118E+001,-1.4371711E+000, 1.4672104E+001, 0.0000000E+000, 0.0000000E+000, 5.1787363E+001, 4.9550213E+001, 5.2638253E-003, 5.2638253E-003, 1.7982543E+003
 1.0455189E+002, 9.8465184E+001,-3.6597149E+001, 1.5333763E+000,-2.7117544E+001,-1.4369048E+000, 1.4656355E+001, 0.0000000E+000, 0.0000000E+000, 5.1708468E+001, 4.9503317E+001, 5.2638253E-003, 5.2638253E-003, 1.8001894E+003
 1.0464616E+002, 9.8498283E+001,-3.6644356E+001, 1.5331657E+000,-2.7126953E+001,-1.4366506E+000, 1.4644522E+001, 0.0000000E+000, 0.0000000E+000, 5.1677008E+001, 4.9468010E+001, 5.2638253E-003, 5.2638253E-003, 1.8014785E+003
 1.0478758E+002, 9.8553510E+001,-3.6674208E+001, 1.5329345E+000,-2.7135003E+001,-1.4364128E+000, 1.4645820E+001, 0.0000000E+000, 0.0000000E+000, 5.1681477E+001, 4.9486642E+001, 5.2638253E-003, 5.2638253E-003, 1.8034118E+003
 1.0488186E+002, 9.8619020E+001,-3.6704335E+001, 1.5327408E+000,-2.7140187E+001,-1.4361965E+000, 1.4656214E+001, 0.0000000E+000, 0.0000000E+000, 5.1727389E+001, 4.9527257E+001, 5.2638253E-003, 5.2638253E-003, 1.8047014E+003
 1.0502327E+002, 9.8665244E+001,-3.6706104E+001, 1.5325432E+000,-2.7141969E+001,-1.4359880E+000, 1.4673991E+001, 0.0000000E+000, 0.0000000E+000, 5.1786540E+001, 4.9587718E+001, 5.2638253E-003, 5.2638253E-003, 1.8066382E+003
 1.0516469E+002, 9.8688636E+001,-3.6714771E+001, 1.5323170E+000,-2.7140464E+001,-1.4357345E+000, 1.4683058E+001, 0.0000000E+000, 0.0000000E+000, 5.1837635E+001, 4.9613042E+001, 5.2638253E-003, 5.2638253E-003, 1.8085765E+003
 1.0525896E+002, 9.8698145E+001,-3.6721252E+001, 1.5321009E+000,-2.7137428E+001,-1.4355162E+000, 1.4686260E+001, 0.0000000E+000, 0.0000000E+000, 5.1851437E+001, 4.9622310E+001, 5.2638253E-003, 5.2638253E-003, 1.8098690E+003
 1.0540038E+002, 9.8706480E+001,-3.6729447E+001, 1.5318724E+000,-2.7133229E+001,-1.4352916E+000, 1.4689375E+001, 0.0000000E+000, 0.0000000E+000, 5.1814516E+001, 4.9629759E+001, 5.2638253E-003, 5.2638253E-003, 1.8118080E+003
 1.0549465E+002, 9.8722780E+001,-3.6751931E+001, 1.5316405E+000,-2.7128456E+001,-1.4350666E+000, 1.4691932E+001, 0.0000000E+000, 0.0000000E+000, 5.1898615E+001, 4.9630898E+001, 5.2638253E-003, 5.2638253E-003, 1.8131012E+003
 1.0563607E+002, 9.8740315E+001,-3.6763462E+001, 1.5314105E+000,-2.7123409E+001,-1.4348395E+000, 1.4692996E+001, 0.0000000E+000, 0.0000000E+000, 5.1797057E+001, 4.9643011E+001, 5.2638253E-003, 5.2638253E-003, 1.8150407E+003
 1.0573035E+002, 9.8778688E+001,-3.6788018E+001, 1.5311715E+000,-2.7118449E+001,-1.4346137E+000, 1.4700719E+001, 0.0000000E+000, 0.0000000E+000, 5.1882451E+001, 4.9669497E+001, 5.2638253E-003, 5.2638253E-003, 1.8163344E+003
 1.0587176E+002, 9.8822248E+001,-3.6801711E+001, 1.5309054E+000,-2.7113796E+001,-1.4343757E+000, 1.4711756E+001, 0.0000000E+000, 0.0000000E+000, 5.1907497E+001, 4.9715026E+001, 5.2638253E-003, 5.2638253E-003, 1.8182762E+003
 1.0596603E+002, 9.8884628E+001,-3.6809021E+001, 1.5306257E+000,-2.7108047E+001,-1.4341229E+000, 1.4734354E+001, 0.0000000E+000, 0.0000000E+000, 5.1968182E+001, 4.9798417E+001, 5.2638253E-003, 5.2638253E-003, 1.8195724E+003
 1.0610745E+002, 9.8927920E+001,-3.6836411E+001, 1.5303183E+000,-2.7101817E+001,-1.4338245E+000, 1.4747401E+001, 0.0000000E+000, 0.0000000E+000, 5.2042774E+001, 4.9833587E+001, 5.2638253E-003, 5.2638253E-003, 1.8215191E+003
 1.0620173E+002, 9.8952618E+001,-3.6858762E+001, 1.5299320E+000,-2.7095779E+001,-1.4334693E+000, 1.4752270E+001, 0.0000000E+000, 0.0000000E+000, 5.2123258E+001, 4.9846810E+001, 5.2638253E-003, 5.2638253E-003, 1.8228175E+003
 1.0634314E+002, 9.8965847E+001,-3.6859381E+001, 1.5294679E+000,-2.7089659E+001,-1.4330557E+000, 1.4758579E+001, 0.0000000E+000, 0.0000000E+000, 5.2071757E+001, 4.9871798E+001, 5.2638253E-003, 5.2638253E-003, 1.8247658E+003
 1.0648456E+002, 9.8981797E+001,-3.6879836E+001, 1.5288879E+000,-2.7086014E+001,-1.4325585E+000, 1.4755782E+001, 0.0000000E+000, 0.0000000E+000, 5.2119561E+001, 4.9868059E+001, 5.2638253E-003, 5.2638253E-003, 1.8267138E+003
 1.0658826E+002, 9.9802249E+001,-3.7163209E+001, 1.5285254E+000,-2.7091015E+001,-1.4323681E+000, 1.4919347E+001, 0.0000000E+000, 0.0000000E+000, 5.2552594E+001, 5.0563529E+001, 5.2638253E-003, 5.2638253E-003, 1.8281537E+003
 1.0669196E+002, 9.9514179E+001,-3.7065971E+001, 1.5285818E+000,-2.7102109E+001,-1.4325201E+000, 1.4901550E+001, 0.0000000E+000, 0.0000000E+000, 5.2667417E+001, 5.0343711E+001, 5.2638253E-003, 5.2638253E-003, 1.8295979E+003
 1.0684752E+002, 9.9322013E+001,-3.7009897E+001, 1.5292539E+000,-2.7118390E+001,-1.4332897E+000, 1.4835691E+001, 0.0000000E+000, 0.0000000E+000, 5.2430361E+001, 5.0125380E+001, 5.2638253E-003, 5.2638253E-003, 1.8317539E+003
 1.0695123E+002, 9.9193862E+001,-3.6975006E+001, 1.5304077E+000,-2.7129431E+001,-1.4345316E+000, 1.4795063E+001, 0.0000000E+000, 0.0000000E+000, 5.2257124E+001, 4.9980365E+001, 5.2638253E-003, 5.2638253E-003, 1.8331868E+003
 1.0705493E+002, 9.9115373E+001,-3.6946926E+001, 1.5314941E+000,-2.7131650E+001,-1.4356813E+000, 1.4776618E+001, 0.0000000E+000, 0.0000000E+000, 5.2107209E+001, 4.9909228E+001, 5.2638253E-003, 5.2638253E-003, 1.8346177E+003
 1.0716901E+002, 9.9892779E+001,-3.7213423E+001, 1.5326371E+000,-2.7129359E+001,-1.4369500E+000, 1.4936167E+001, 0.0000000E+000, 0.0000000E+000, 5.2553352E+001, 5.0581851E+001, 5.2638253E-003, 5.2638253E-003, 1.8362034E+003
 1.0728308E+002, 9.9475461E+001,-3.7074944E+001, 1.5336886E+000,-2.7121988E+001,-1.4380612E+000, 1.4903018E+001, 0.0000000E+000, 0.0000000E+000, 5.2638922E+001, 5.0277175E+001, 5.2638253E-003, 5.2638253E-003, 1.8377928E+003
 1.0745419E+002, 9.9244835E+001,-3.6995505E+001, 1.5346289E+000,-2.7107928E+001,-1.4390876E+000, 1.4835142E+001, 0.0000000E+000, 0.0000000E+000, 5.2344066E+001, 5.0072085E+001, 5.2638253E-003, 5.2638253E-003, 1.8401639E+003
 1.0756827E+002, 9.9064277E+001,-3.6938076E+001, 1.5352309E+000,-2.7097913E+001,-1.4397664E+000, 1.4790516E+001, 0.0000000E+000, 0.0000000E+000, 5.2176646E+001, 4.9914268E+001, 5.2638253E-003, 5.2638253E-003, 1.8417402E+003
 1.0768234E+002, 9.8859325E+001,-3.6866294E+001, 1.5354939E+000,-2.7094286E+001,-1.4400734E+000, 1.4736950E+001, 0.0000000E+000, 0.0000000E+000, 5.2056737E+001, 4.9731116E+001, 5.2638253E-003, 5.2638253E-003, 1.8433111E+003
 1.0779642E+002, 9.8661178E+001,-3.6796013E+001, 1.5356216E+000,-2.7093748E+001,-1.4402202E+000, 1.4679660E+001, 0.0000000E+000, 0.0000000E+000, 5.1867327E+001, 4.9546479E+001, 5.2638253E-003, 5.2638253E-003, 1.8448758E+003
 1.0791049E+002, 9.8568674E+001,-3.6762422E+001, 1.5356513E+000,-2.7095301E+001,-1.4402526E+000, 1.4639901E+001, 0.0000000E+000, 0.0000000E+000, 5.1674478E+001, 4.9446250E+001, 5.2638253E-003, 5.2638253E-003, 1.8464352E+003
 1.0802457E+002, 9.8595097E+001,-3.6770950E+001, 1.5356337E+000,-2.7098403E+001,-1.4402236E+000, 1.4640592E+001, 0.0000000E+000, 0.0000000E+000, 5.1672485E+001, 4.9461746E+001, 5.2638253E-003, 5.2638253E-003, 1.8479946E+003
 1.0813864E+002, 9.8549575E+001,-3.6756474E+001, 1.5355933E+000,-2.7102309E+001,-1.4401489E+000, 1.4622581E+001, 0.0000000E+000, 0.0000000E+000, 5.1642311E+001, 4.9408818E+001, 5.2638253E-003, 5.2638253E-003, 1.8495523E+003
 1.0825272E+002, 9.8513838E+001,-3.6747553E+001, 1.5355392E+000,-2.7105574E+001,-1.4400586E+000, 1.4605263E+001, 0.0000000E+000, 0.0000000E+000, 5.1604019E+001, 4.9361454E+001, 5.2638253E-003, 5.2638253E-003, 1.8511079E+003
 1.0836679E+002, 9.8532904E+001,-3.6734693E+001, 1.5354904E+000,-2.7106619E+001,-1.4399783E+000, 1.4608974E+001, 0.0000000E+000, 0.0000000E+000, 5.1584288E+001, 4.9396078E+001, 5.2638253E-003, 5.2638253E-003, 1.8526630E+003
 1.0848087E+002, 9.8584844E+001,-3.6755822E+001, 1.5354603E+000,-2.7104258E+001,-1.4399088E+000, 1.4625774E+001, 0.0000000E+000, 0.0000000E+000, 5.1660720E+001, 4.9446090E+001, 5.2638253E-003, 5.2638253E-003, 1.8542204E+003
 1.0865198E+002, 9.8777637E+001,-3.6837148E+001, 1.5354415E+000,-2.7097539E+001,-1.4398471E+000, 1.4664198E+001, 0.0000000E+000, 0.0000000E+000, 5.1744524E+001, 4.9602742E+001, 5.2638253E-003, 5.2638253E-003, 1.8565611E+003
 1.0876604E+002, 9.8983361E+001,-3.6903535E+001, 1.5354479E+000,-2.7086905E+001,-1.4398185E+000, 1.4727996E+001, 0.0000000E+000, 0.0000000E+000, 5.1955343E+001, 4.9816546E+001, 5.2638253E-003, 5.2638253E-003, 1.8581284E+003
 1.0888012E+002, 9.9071355E+001,-3.6950547E+001, 1.5354734E+000,-2.7075192E+001,-1.4398081E+000, 1.4752587E+001, 0.0000000E+000, 0.0000000E+000, 5.2068741E+001, 4.9893869E+001, 5.2638253E-003, 5.2638253E-003, 1.8596987E+003
 1.0899419E+002, 9.9151309E+001,-3.7004405E+001, 1.5354857E+000,-2.7061599E+001,-1.4398032E+000, 1.4775159E+001, 0.0000000E+000, 0.0000000E+000, 5.2168269E+001, 4.9956148E+001, 5.2638253E-003, 5.2638253E-003, 1.8612717E+003
 1.0910827E+002, 9.9214143E+001,-3.7022284E+001, 1.5354957E+000,-2.7045376E+001,-1.4398009E+000, 1.4801388E+001, 0.0000000E+000, 0.0000000E+000, 5.2251236E+001, 5.0043565E+001, 5.2638253E-003, 5.2638253E-003, 1.8628475E+003
 1.0922234E+002, 9.9240233E+001,-3.7038364E+001, 1.5354872E+000,-2.7027766E+001,-1.4397927E+000, 1.4812348E+001, 0.0000000E+000, 0.0000000E+000, 5.2261075E+001, 5.0082146E+001, 5.2638253E-003, 5.2638253E-003, 1.8644242E+003
 1.0933642E+002, 9.9229826E+001,-3.7034131E+001, 1.5354553E+000,-2.7008483E+001,-1.4397748E+000, 1.4826952E+001, 0.0000000E+000, 0.0000000E+000, 5.2345724E+001, 5.0109844E+001, 5.2638253E-003, 5.2638253E-003, 1.8660031E+003
 1.0945049E+002, 9.9187469E+001,-3.7013626E+001, 1.5353972E+000,-2.6989581E+001,-1.4397413E+000, 1.4827925E+001, 0.0000000E+000, 0.0000000E+000, 5.2327282E+001, 5.0107843E+001, 5.2638253E-003, 5.2638253E-003, 1.8675824E+003
 1.0956457E+002, 9.9113771E+001,-3.6994060E+001, 1.5353050E+000,-2.6973050E+001,-1.4396879E+000, 1.4814722E+001, 0.0000000E+000, 0.0000000E+000, 5.2330556E+001, 5.0057000E+001, 5.2638253E-003, 5.2638253E-003, 1.8691603E+003
 1.0973568E+002, 9.9000492E+001,-3.6946391E+001, 1.5351479E+000,-2.6958291E+001,-1.4395955E+000, 1.4798233E+001, 0.0000000E+000, 0.0000000E+000, 5.2230968E+001, 4.9989594E+001, 5.2638253E-003, 5.2638253E-003, 1.8715249E+003
 1.0984975E+002, 9.8856321E+001,-3.6903806E+001, 1.5349639E+000,-2.6949677E+001,-1.4394705E+000, 1.4765689E+001, 0.0000000E+000, 0.0000000E+000, 5.2172554E+001, 4.9864020E+001, 5.2638253E-003, 5.2638253E-003, 1.8730982E+003
 1.0996383E+002, 9.8730174E+001,-3.6871911E+001, 1.5348054E+000,-2.6947556E+001,-1.4393401E+000, 1.4727394E+001, 0.0000000E+000, 0.0000000E+000, 5.1986113E+001, 4.9733567E+001, 5.2638253E-003, 5.2638253E-003, 1.8746676E+003
 1.1007790E+002, 9.8601697E+001,-3.6830469E+001, 1.5346034E+000,-2.6949154E+001,-1.4391832E+000, 1.4691366E+001, 0.0000000E+000, 0.0000000E+000, 5.1902295E+001, 4.9608860E+001, 5.2638253E-003, 5.2638253E-003, 1.8762332E+003
 1.1019198E+002, 9.8490490E+001,-3.6791160E+001, 1.5344027E+000,-2.6952515E+001,-1.4390034E+000, 1.4656483E+001, 0.0000000E+000, 0.0000000E+000, 5.1761091E+001, 4.9498698E+001, 5.2638253E-003, 5.2638253E-003, 1.8777947E+003
 1.1030605E+002, 9.8388721E+001,-3.6763300E+001, 1.5341853E+000,-2.6957528E+001,-1.4387971E+000, 1.4623624E+001, 0.0000000E+000, 0.0000000E+000, 5.1632372E+001, 4.9386905E+001, 5.2638253E-003, 5.2638253E-003, 1.8793528E+003
 1.1042013E+002, 9.8307183E+001,-3.6748243E+001, 1.5339566E+000,-2.6964271E+001,-1.4385685E+000, 1.4595628E+001, 0.0000000E+000, 0.0000000E+000, 5.1531107E+001, 4.9285685E+001, 5.2638253E-003, 5.2638253E-003, 1.8809082E+003
 1.1053420E+002, 9.8250933E+001,-3.6709283E+001, 1.5337120E+000,-2.6973308E+001,-1.4383214E+000, 1.4575015E+001, 0.0000000E+000, 0.0000000E+000, 5.1423311E+001, 4.9238748E+001, 5.2638253E-003, 5.2638253E-003, 1.8824604E+003
 1.1064828E+002, 9.8228153E+001,-3.6724018E+001, 1.5334747E+000,-2.6983573E+001,-1.4380628E+000, 1.4556245E+001, 0.0000000E+000, 0.0000000E+000, 5.1387970E+001, 4.9172220E+001, 5.2638253E-003, 5.2638253E-003, 1.8840109E+003
 1.1076235E+002, 9.8238323E+001,-3.6726393E+001, 1.5332357E+000,-2.6994837E+001,-1.4377957E+000, 1.4551859E+001, 0.0000000E+000, 0.0000000E+000, 5.1367689E+001, 4.9164392E+001, 5.2638253E-003, 5.2638253E-003, 1.8855608E+003
 1.1093346E+002, 9.8297353E+001,-3.6740046E+001, 1.5329453E+000,-2.7010110E+001,-1.4374580E+000, 1.4555604E+001, 0.0000000E+000, 0.0000000E+000, 5.1391829E+001, 4.9198288E+001, 5.2638253E-003, 5.2638253E-003, 1.8878855E+003
 1.1104754E+002, 9.8408418E+001,-3.6785579E+001, 1.5327210E+000,-2.7027289E+001,-1.4371565E+000, 1.4571114E+001, 0.0000000E+000, 0.0000000E+000, 5.1449318E+001, 4.9262229E+001, 5.2638253E-003, 5.2638253E-003, 1.8894368E+003
 1.1115019E+002, 9.7559601E+001,-3.6509508E+001, 1.5325378E+000,-2.7040344E+001,-1.4368541E+000, 1.4390759E+001, 0.0000000E+000, 0.0000000E+000, 5.0980487E+001, 4.8496192E+001, 5.2638253E-003, 5.2638253E-003, 1.8908207E+003
 1.1125285E+002, 9.8036064E+001,-3.6682097E+001, 1.5323365E+000,-2.7052629E+001,-1.4365909E+000, 1.4428492E+001, 0.0000000E+000, 0.0000000E+000, 5.0874669E+001, 4.8825576E+001, 5.2638253E-003, 5.2638253E-003, 1.8922010E+003
 1.1140684E+002, 9.8390398E+001,-3.6785462E+001, 1.5320612E+000,-2.7070369E+001,-1.4362785E+000, 1.4532653E+001, 0.0000000E+000, 0.0000000E+000, 5.1284054E+001, 4.9163003E+001, 5.2638253E-003, 5.2638253E-003, 1.8942876E+003
 1.1150949E+002, 9.8627627E+001,-3.6872617E+001, 1.5318746E+000,-2.7087318E+001,-1.4359720E+000, 1.4596879E+001, 0.0000000E+000, 0.0000000E+000, 5.1523673E+001, 4.9360473E+001, 5.2638253E-003, 5.2638253E-003, 1.8956857E+003
 1.1161214E+002, 9.8736268E+001,-3.6904923E+001, 1.5317197E+000,-2.7100597E+001,-1.4357087E+000, 1.4626299E+001, 0.0000000E+000, 0.0000000E+000, 5.1639976E+001, 4.9453058E+001, 5.2638253E-003, 5.2638253E-003, 1.8970868E+003
 1.1176613E+002, 9.8787597E+001,-3.6899787E+001, 1.5314546E+000,-2.7116499E+001,-1.4353426E+000, 1.4648297E+001, 0.0000000E+000, 0.0000000E+000, 5.1688906E+001, 4.9515720E+001, 5.2638253E-003, 5.2638253E-003, 1.8991921E+003
 1.1186879E+002, 9.8751949E+001,-3.6872762E+001, 1.5311559E+000,-2.7132530E+001,-1.4349291E+000, 1.4644184E+001, 0.0000000E+000, 0.0000000E+000, 5.1739425E+001, 4.9487068E+001, 5.2638253E-003, 5.2638253E-003, 1.9005958E+003
 1.1197144E+002, 9.8667715E+001,-3.6863256E+001, 1.5308614E+000,-2.7147236E+001,-1.4345847E+000, 1.4615964E+001, 0.0000000E+000, 0.0000000E+000, 5.1631920E+001, 4.9369464E+001, 5.2638253E-003, 5.2638253E-003, 1.9019976E+003
 1.1212543E+002, 9.8513744E+001,-3.6821329E+001, 1.5304790E+000,-2.7168761E+001,-1.4341017E+000, 1.4559462E+001, 0.0000000E+000, 0.0000000E+000, 5.1434391E+001, 4.9179494E+001, 5.2638253E-003, 5.2638253E-003, 1.9040923E+003
 1.1222809E+002, 9.8338662E+001,-3.6775020E+001, 1.5300302E+000,-2.7191815E+001,-1.4335914E+000, 1.4498307E+001, 0.0000000E+000, 0.0000000E+000, 5.1258441E+001, 4.8966573E+001, 5.2638253E-003, 5.2638253E-003, 1.9054830E+003
 1.1233074E+002, 9.8203685E+001,-3.6756289E+001, 1.5297279E+000,-2.7208678E+001,-1.4332419E+000, 1.4441142E+001, 0.0000000E+000, 0.0000000E+000, 5.1017319E+001, 4.8776346E+001, 5.2638253E-003, 5.2638253E-003, 1.9068680E+003
 1.1248473E+002, 9.8041510E+001,-3.6719716E+001, 1.5295557E+000,-2.7227887E+001,-1.4330418E+000, 1.4382699E+001, 0.0000000E+000, 0.0000000E+000, 5.0830828E+001, 4.8573119E+001, 5.2638253E-003, 5.2638253E-003, 1.9089371E+003
 1.1258738E+002, 9.7887149E+001,-3.6673314E+001, 1.5294757E+000,-2.7244668E+001,-1.4329540E+000, 1.4332035E+001, 0.0000000E+000, 0.0000000E+000, 5.0649766E+001, 4.8397723E+001, 5.2638253E-003, 5.2638253E-003, 1.9103116E+003
 1.1269004E+002, 9.7757035E+001,-3.6630816E+001, 1.5295392E+000,-2.7256513E+001,-1.4330162E+000, 1.4292029E+001, 0.0000000E+000, 0.0000000E+000, 5.0508858E+001, 4.8258257E+001, 5.2638253E-003, 5.2638253E-003, 1.9116824E+003
 1.1284402E+002, 9.7545815E+001,-3.6569792E+001, 1.5297167E+000,-2.7270088E+001,-1.4332050E+000, 1.4225291E+001, 0.0000000E+000, 0.0000000E+000, 5.0298862E+001, 4.8027738E+001, 5.2638253E-003, 5.2638253E-003, 1.9137291E+003
 1.1294668E+002, 9.7400607E+001,-3.6524029E+001, 1.5299503E+000,-2.7283107E+001,-1.4334701E+000, 1.4170775E+001, 0.0000000E+000, 0.0000000E+000, 5.0051202E+001, 4.7860727E+001, 5.2638253E-003, 5.2638253E-003, 1.9150875E+003
 1.1304933E+002, 9.7389654E+001,-3.6536179E+001, 1.5301481E+000,-2.7294487E+001,-1.4337088E+000, 1.4160056E+001, 0.0000000E+000, 0.0000000E+000, 5.0011129E+001, 4.7815483E+001, 5.2638253E-003, 5.2638253E-003, 1.9164450E+003
 1.1320332E+002, 9.7307194E+001,-3.6505515E+001, 1.5303307E+000,-2.7311023E+001,-1.4339497E+000, 1.4135739E+001, 0.0000000E+000, 0.0000000E+000, 4.9921410E+001, 4.7722776E+001, 5.2638253E-003, 5.2638253E-003, 1.9184775E+003
 1.1330598E+002, 9.7212484E+001,-3.6475098E+001, 1.5304169E+000,-2.7328813E+001,-1.4340888E+000, 1.4116738E+001, 0.0000000E+000, 0.0000000E+000, 4.9853968E+001, 4.7621640E+001, 5.2638253E-003, 5.2638253E-003, 1.9198311E+003
 1.1340863E+002, 9.7031759E+001,-3.6417697E+001, 1.5303900E+000,-2.7343454E+001,-1.4340908E+000, 1.4069793E+001, 0.0000000E+000, 0.0000000E+000, 4.9674821E+001, 4.7436701E+001, 5.2638253E-003, 5.2638253E-003, 1.9211809E+003
 1.1356261E+002, 9.7019159E+001,-3.6409871E+001, 1.5302446E+000,-2.7361131E+001,-1.4339786E+000, 1.4028454E+001, 0.0000000E+000, 0.0000000E+000, 4.9450779E+001, 4.7372877E+001, 5.2638253E-003, 5.2638253E-003, 1.9231954E+003
