s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,Pa
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_GEOM,Q_ENTH,Q_TOTAL,MLR_FUEL,MLR_TOTAL,ZONE_1
 6.0141045E+001, 9.8754066E+001,-3.5431265E+001, 1.5331635E+000,-2.2777895E+001,-1.4370412E+000, 1.6967638E+001, 0.0000000E+000, 0.0000000E+000, 5.9843629E+001, 5.7608666E+001, 5.2638253E-003, 5.2638253E-003, 1.1521253E+003
 6.0266304E+001, 9.8617220E+001,-3.5386239E+001, 1.5331368E+000,-2.2793695E+001,-1.4370453E+000, 1.6923456E+001, 0.0000000E+000, 0.0000000E+000, 5.9729434E+001, 5.7456834E+001, 5.2638253E-003, 5.2638253E-003, 1.1541050E+003
 6.0391560E+001, 9.8507829E+001,-3.5350350E+001, 1.5331099E+000,-2.2808729E+001,-1.4370193E+000, 1.6885913E+001, 0.0000000E+000, 0.0000000E+000, 5.9534851E+001, 5.7330753E+001, 5.2638253E-003, 5.2638253E-003, 1.1560801E+003
 6.0516819E+001, 9.8435010E+001,-3.5326838E+001, 1.5330839E+000,-2.2824481E+001,-1.4369649E+000, 1.6857194E+001, 0.0000000E+000, 0.0000000E+000, 5.9423991E+001, 5.7237004E+001, 5.2638253E-003, 5.2638253E-003, 1.1580517E+003
 6.0600323E+001, 9.8408318E+001,-3.5316921E+001, 1.5330648E+000,-2.2838503E+001,-1.4369039E+000, 1.6841504E+001, 0.0000000E+000, 0.0000000E+000, 5.9383173E+001, 5.7190559E+001, 5.2638253E-003, 5.2638253E-003, 1.1593647E+003
 6.0725582E+001, 9.8401893E+001,-3.5318807E+001, 1.5330455E+000,-2.2853254E+001,-1.4368307E+000, 1.6831435E+001, 0.0000000E+000, 0.0000000E+000, 5.9359189E+001, 5.7157481E+001, 5.2638253E-003, 5.2638253E-003, 1.1613331E+003
 6.0850838E+001, 9.8427564E+001,-3.5331098E+001, 1.5330202E+000,-2.2872342E+001,-1.4367390E+000, 1.6826663E+001, 0.0000000E+000, 0.0000000E+000, 5.9333387E+001, 5.7147069E+001, 5.2638253E-003, 5.2638253E-003, 1.1633007E+003
 6.0976097E+001, 9.8469341E+001,-3.5341230E+001, 1.5329880E+000,-2.2892807E+001,-1.4366480E+000, 1.6828492E+001, 0.0000000E+000, 0.0000000E+000, 5.9358122E+001, 5.7160136E+001, 5.2638253E-003, 5.2638253E-003, 1.1652684E+003
 6.1101353E+001, 9.8527489E+001,-3.5359089E+001, 1.5329493E+000,-2.2914193E+001,-1.4365662E+000, 1.6835000E+001, 0.0000000E+000, 0.0000000E+000, 5.9366372E+001, 5.7185589E+001, 5.2638253E-003, 5.2638253E-003, 1.1672368E+003
 6.1226612E+001, 9.8576919E+001,-3.5380352E+001, 1.5328970E+000,-2.2937387E+001,-1.4364914E+000, 1.6837064E+001, 0.0000000E+000, 0.0000000E+000, 5.9400117E+001, 5.7192649E+001, 5.2638253E-003, 5.2638253E-003, 1.1692056E+003
 6.1351868E+001, 9.8621351E+001,-3.5400636E+001, 1.5328283E+000,-2.2961907E+001,-1.4364264E+000, 1.6836779E+001, 0.0000000E+000, 0.0000000E+000, 5.9432607E+001, 5.7191989E+001, 5.2638253E-003, 5.2638253E-003, 1.1711744E+003
 6.1477127E+001, 9.8649540E+001,-3.5415640E+001, 1.5327444E+000,-2.2986898E+001,-1.4363700E+000, 1.6832984E+001, 0.0000000E+000, 0.0000000E+000, 5.9368060E+001, 5.7176361E+001, 5.2638253E-003, 5.2638253E-003, 1.1731428E+003
 6.1560631E+001, 9.8660589E+001,-3.5422335E+001, 1.5326681E+000,-2.3007586E+001,-1.4363293E+000, 1.6827519E+001, 0.0000000E+000, 0.0000000E+000, 5.9342682E+001, 5.7154526E+001, 5.2638253E-003, 5.2638253E-003, 1.1744547E+003
 6.1685890E+001, 9.8667623E+001,-3.5424433E+001, 1.5325904E+000,-2.3028074E+001,-1.4362961E+000, 1.6821822E+001, 0.0000000E+000, 0.0000000E+000, 5.9328437E+001, 5.7133233E+001, 5.2638253E-003, 5.2638253E-003, 1.1764219E+003
 6.1811146E+001, 9.8665225E+001,-3.5426160E+001, 1.5325003E+000,-2.3052482E+001,-1.4362600E+000, 1.6811327E+001, 0.0000000E+000, 0.0000000E+000, 5.9290526E+001, 5.7094149E+001, 5.2638253E-003, 5.2638253E-003, 1.1783879E+003
 6.1936405E+001, 9.8679236E+001,-3.5430205E+001, 1.5324218E+000,-2.3076278E+001,-1.4362351E+000, 1.6806438E+001, 0.0000000E+000, 0.0000000E+000, 5.9277782E+001, 5.7075377E+001, 5.2638253E-003, 5.2638253E-003, 1.1803532E+003
 6.2061661E+001, 9.8688418E+001,-3.5444862E+001, 1.5323660E+000,-2.3098024E+001,-1.4362066E+000, 1.6796555E+001, 0.0000000E+000, 0.0000000E+000, 5.9259009E+001, 5.7038246E+001, 5.2638253E-003, 5.2638253E-003, 1.1823173E+003
 6.2186920E+001, 9.8739140E+001,-3.5463644E+001, 1.5323227E+000,-2.3118687E+001,-1.4361824E+000, 1.6799213E+001, 0.0000000E+000, 0.0000000E+000, 5.9243211E+001, 5.7052162E+001, 5.2638253E-003, 5.2638253E-003, 1.1842816E+003
 6.2312176E+001, 9.8808772E+001,-3.5493592E+001, 1.5322961E+000,-2.3139227E+001,-1.4361573E+000, 1.6806609E+001, 0.0000000E+000, 0.0000000E+000, 5.9259137E+001, 5.7078701E+001, 5.2638253E-003, 5.2638253E-003, 1.1862466E+003
 6.2437435E+001, 9.8870547E+001,-3.5515167E+001, 1.5322820E+000,-2.3159934E+001,-1.4361247E+000, 1.6814466E+001, 0.0000000E+000, 0.0000000E+000, 5.9304167E+001, 5.7106069E+001, 5.2638253E-003, 5.2638253E-003, 1.1882125E+003
 6.2520939E+001, 9.8933729E+001,-3.5534872E+001, 1.5322860E+000,-2.3176947E+001,-1.4361028E+000, 1.6825489E+001, 0.0000000E+000, 0.0000000E+000, 5.9335761E+001, 5.7143583E+001, 5.2638253E-003, 5.2638253E-003, 1.1895240E+003
 6.2646198E+001, 9.8966263E+001,-3.5552423E+001, 1.5322968E+000,-2.3193981E+001,-1.4360789E+000, 1.6826299E+001, 0.0000000E+000, 0.0000000E+000, 5.9397852E+001, 5.7142376E+001, 5.2638253E-003, 5.2638253E-003, 1.1914916E+003
 6.2771454E+001, 9.8998159E+001,-3.5567941E+001, 1.5323155E+000,-2.3214662E+001,-1.4360565E+000, 1.6824486E+001, 0.0000000E+000, 0.0000000E+000, 5.9361482E+001, 5.7136301E+001, 5.2638253E-003, 5.2638253E-003, 1.1934590E+003
 6.2896713E+001, 9.9009210E+001,-3.5575776E+001, 1.5323349E+000,-2.3236151E+001,-1.4360388E+000, 1.6818005E+001, 0.0000000E+000, 0.0000000E+000, 5.9341757E+001, 5.7111584E+001, 5.2638253E-003, 5.2638253E-003, 1.1954257E+003
 6.3021969E+001, 9.9032222E+001,-3.5582469E+001, 1.5323536E+000,-2.3258647E+001,-1.4360290E+000, 1.6814189E+001, 0.0000000E+000, 0.0000000E+000, 5.9287784E+001, 5.7101619E+001, 5.2638253E-003, 5.2638253E-003, 1.1973918E+003
 6.3147228E+001, 9.9068076E+001,-3.5607267E+001, 1.5323811E+000,-2.3283049E+001,-1.4360291E+000, 1.6809485E+001, 0.0000000E+000, 0.0000000E+000, 5.9298356E+001, 5.7083597E+001, 5.2638253E-003, 5.2638253E-003, 1.1993575E+003
 6.3272484E+001, 9.9108437E+001,-3.5626781E+001, 1.5323924E+000,-2.3309736E+001,-1.4360361E+000, 1.6806378E+001, 0.0000000E+000, 0.0000000E+000, 5.9248502E+001, 5.7074655E+001, 5.2638253E-003, 5.2638253E-003, 1.2013227E+003
 6.3397743E+001, 9.9149136E+001,-3.5633731E+001, 1.5324055E+000,-2.3336756E+001,-1.4360534E+000, 1.6810281E+001, 0.0000000E+000, 0.0000000E+000, 5.9291996E+001, 5.7085282E+001, 5.2638253E-003, 5.2638253E-003, 1.2032883E+003
 6.3481247E+001, 9.9171674E+001,-3.5645644E+001, 1.5324342E+000,-2.3358416E+001,-1.4360754E+000, 1.6810371E+001, 0.0000000E+000, 0.0000000E+000, 5.9314316E+001, 5.7074344E+001, 5.2638253E-003, 5.2638253E-003, 1.2045989E+003
 6.3606506E+001, 9.9177162E+001,-3.5655715E+001, 1.5324597E+000,-2.3379621E+001,-1.4361030E+000, 1.6800452E+001, 0.0000000E+000, 0.0000000E+000, 5.9254514E+001, 5.7038635E+001, 5.2638253E-003, 5.2638253E-003, 1.2065637E+003
 6.3731762E+001, 9.9163749E+001,-3.5658558E+001, 1.5324909E+000,-2.3404667E+001,-1.4361407E+000, 1.6785272E+001, 0.0000000E+000, 0.0000000E+000, 5.9224958E+001, 5.6982147E+001, 5.2638253E-003, 5.2638253E-003, 1.2085267E+003
 6.3857021E+001, 9.9158537E+001,-3.5662355E+001, 1.5325409E+000,-2.3428707E+001,-1.4361910E+000, 1.6772404E+001, 0.0000000E+000, 0.0000000E+000, 5.9185756E+001, 5.6936229E+001, 5.2638253E-003, 5.2638253E-003, 1.2104882E+003
 6.3982277E+001, 9.9145291E+001,-3.5663545E+001, 1.5326084E+000,-2.3452692E+001,-1.4362437E+000, 1.6757621E+001, 0.0000000E+000, 0.0000000E+000, 5.9091591E+001, 5.6883041E+001, 5.2638253E-003, 5.2638253E-003, 1.2124479E+003
 6.4107536E+001, 9.9140145E+001,-3.5667938E+001, 1.5326975E+000,-2.3476737E+001,-1.4363034E+000, 1.6745159E+001, 0.0000000E+000, 0.0000000E+000, 5.9041195E+001, 5.6837024E+001, 5.2638253E-003, 5.2638253E-003, 1.2144062E+003
 6.4232796E+001, 9.9131425E+001,-3.5669430E+001, 1.5328034E+000,-2.3500442E+001,-1.4363650E+000, 1.6732799E+001, 0.0000000E+000, 0.0000000E+000, 5.9010769E+001, 5.6790791E+001, 5.2638253E-003, 5.2638253E-003, 1.2163630E+003
 6.4358047E+001, 9.9127944E+001,-3.5680614E+001, 1.5329266E+000,-2.3524545E+001,-1.4364319E+000, 1.6719461E+001, 0.0000000E+000, 0.0000000E+000, 5.8982781E+001, 5.6738740E+001, 5.2638253E-003, 5.2638253E-003, 1.2183184E+003
 6.4441559E+001, 9.9126478E+001,-3.5684065E+001, 1.5330360E+000,-2.3544778E+001,-1.4364922E+000, 1.6709437E+001, 0.0000000E+000, 0.0000000E+000, 5.8925417E+001, 5.6703616E+001, 5.2638253E-003, 5.2638253E-003, 1.2196211E+003
 6.4566811E+001, 9.9112165E+001,-3.5680628E+001, 1.5331507E+000,-2.3564846E+001,-1.4365557E+000, 1.6699189E+001, 0.0000000E+000, 0.0000000E+000, 5.8874028E+001, 5.6662475E+001, 5.2638253E-003, 5.2638253E-003, 1.2215740E+003
 6.4692070E+001, 9.9084929E+001,-3.5675281E+001, 1.5332911E+000,-2.3588922E+001,-1.4366369E+000, 1.6683104E+001, 0.0000000E+000, 0.0000000E+000, 5.8842206E+001, 5.6600484E+001, 5.2638253E-003, 5.2638253E-003, 1.2235251E+003
 6.4817329E+001, 9.9049018E+001,-3.5676777E+001, 1.5334276E+000,-2.3612435E+001,-1.4367218E+000, 1.6660697E+001, 0.0000000E+000, 0.0000000E+000, 5.8744262E+001, 5.6517208E+001, 5.2638253E-003, 5.2638253E-003, 1.2254738E+003
 6.4942589E+001, 9.9003592E+001,-3.5668176E+001, 1.5335488E+000,-2.3635181E+001,-1.4368056E+000, 1.6637563E+001, 0.0000000E+000, 0.0000000E+000, 5.8679478E+001, 5.6434541E+001, 5.2638253E-003, 5.2638253E-003, 1.2274197E+003
 6.5067841E+001, 9.8952202E+001,-3.5666268E+001, 1.5336593E+000,-2.3655683E+001,-1.4368880E+000, 1.6609536E+001, 0.0000000E+000, 0.0000000E+000, 5.8550161E+001, 5.6336559E+001, 5.2638253E-003, 5.2638253E-003, 1.2293624E+003
 6.5193100E+001, 9.8899641E+001,-3.5647564E+001, 1.5337373E+000,-2.3673377E+001,-1.4369694E+000, 1.6588692E+001, 0.0000000E+000, 0.0000000E+000, 5.8479400E+001, 5.6264159E+001, 5.2638253E-003, 5.2638253E-003, 1.2313025E+003
 6.5318359E+001, 9.8838588E+001,-3.5629605E+001, 1.5338039E+000,-2.3687429E+001,-1.4370482E+000, 1.6566491E+001, 0.0000000E+000, 0.0000000E+000, 5.8422584E+001, 5.6184801E+001, 5.2638253E-003, 5.2638253E-003, 1.2332401E+003
 6.5401863E+001, 9.8786708E+001,-3.5612379E+001, 1.5338417E+000,-2.3696386E+001,-1.4371108E+000, 1.6549679E+001, 0.0000000E+000, 0.0000000E+000, 5.8369947E+001, 5.6124353E+001, 5.2638253E-003, 5.2638253E-003, 1.2345306E+003
 6.5527122E+001, 9.8725787E+001,-3.5593852E+001, 1.5338622E+000,-2.3702990E+001,-1.4371662E+000, 1.6529469E+001, 0.0000000E+000, 0.0000000E+000, 5.8228954E+001, 5.6055109E+001, 5.2638253E-003, 5.2638253E-003, 1.2364640E+003
 6.5652382E+001, 9.8660695E+001,-3.5577313E+001, 1.5338698E+000,-2.3709526E+001,-1.4372249E+000, 1.6505387E+001, 0.0000000E+000, 0.0000000E+000, 5.8206744E+001, 5.5975888E+001, 5.2638253E-003, 5.2638253E-003, 1.2383944E+003
 6.5777634E+001, 9.8610397E+001,-3.5564931E+001, 1.5338613E+000,-2.3715786E+001,-1.4372713E+000, 1.6486303E+001, 0.0000000E+000, 0.0000000E+000, 5.8112213E+001, 5.5912574E+001, 5.2638253E-003, 5.2638253E-003, 1.2403225E+003
 6.5902893E+001, 9.8587562E+001,-3.5569604E+001, 1.5338343E+000,-2.3722960E+001,-1.4373083E+000, 1.6469340E+001, 0.0000000E+000, 0.0000000E+000, 5.8099462E+001, 5.5860863E+001, 5.2638253E-003, 5.2638253E-003, 1.2422486E+003
 6.6028152E+001, 9.8587494E+001,-3.5568276E+001, 1.5337955E+000,-2.3732516E+001,-1.4373415E+000, 1.6462440E+001, 0.0000000E+000, 0.0000000E+000, 5.8060078E+001, 5.5845596E+001, 5.2638253E-003, 5.2638253E-003, 1.2441735E+003
 6.6161758E+001, 9.9094304E+001,-3.5738754E+001, 1.5337721E+000,-2.3745472E+001,-1.4374217E+000, 1.6562688E+001, 0.0000000E+000, 0.0000000E+000, 5.8288459E+001, 5.6269117E+001, 5.2638253E-003, 5.2638253E-003, 1.2462358E+003
 6.6253616E+001, 9.9104367E+001,-3.5737453E+001, 1.5338236E+000,-2.3759390E+001,-1.4375205E+000, 1.6600803E+001, 0.0000000E+000, 0.0000000E+000, 5.8592235E+001, 5.6304631E+001, 5.2638253E-003, 5.2638253E-003, 1.2476602E+003
 6.6391396E+001, 9.8994118E+001,-3.5693840E+001, 1.5338788E+000,-2.3771413E+001,-1.4376025E+000, 1.6564918E+001, 0.0000000E+000, 0.0000000E+000, 5.8428958E+001, 5.6190060E+001, 5.2638253E-003, 5.2638253E-003, 1.2497916E+003
 6.6483253E+001, 9.8942397E+001,-3.5677584E+001, 1.5339174E+000,-2.3782579E+001,-1.4376729E+000, 1.6543571E+001, 0.0000000E+000, 0.0000000E+000, 5.8372867E+001, 5.6122051E+001, 5.2638253E-003, 5.2638253E-003, 1.2512105E+003
 6.6621040E+001, 9.8935482E+001,-3.5677875E+001, 1.5339459E+000,-2.3793399E+001,-1.4377373E+000, 1.6533524E+001, 0.0000000E+000, 0.0000000E+000, 5.8293415E+001, 5.6093941E+001, 5.2638253E-003, 5.2638253E-003, 1.2533374E+003
 6.6758820E+001, 9.8930349E+001,-3.5679921E+001, 1.5339791E+000,-2.3806421E+001,-1.4378023E+000, 1.6523929E+001, 0.0000000E+000, 0.0000000E+000, 5.8284748E+001, 5.6064113E+001, 5.2638253E-003, 5.2638253E-003, 1.2554629E+003
 6.6850677E+001, 9.8932175E+001,-3.5685871E+001, 1.5340075E+000,-2.3817475E+001,-1.4378533E+000, 1.6517432E+001, 0.0000000E+000, 0.0000000E+000, 5.8254295E+001, 5.6042416E+001, 5.2638253E-003, 5.2638253E-003, 1.2568794E+003
 6.6988457E+001, 9.8930597E+001,-3.5689723E+001, 1.5340305E+000,-2.3828254E+001,-1.4379026E+000, 1.6510551E+001, 0.0000000E+000, 0.0000000E+000, 5.8231644E+001, 5.6019299E+001, 5.2638253E-003, 5.2638253E-003, 1.2590033E+003
 6.7080315E+001, 9.8912325E+001,-3.5675098E+001, 1.5340435E+000,-2.3838778E+001,-1.4379473E+000, 1.6504117E+001, 0.0000000E+000, 0.0000000E+000, 5.8215472E+001, 5.5998662E+001, 5.2638253E-003, 5.2638253E-003, 1.2604186E+003
 6.7218094E+001, 9.8878874E+001,-3.5669618E+001, 1.5340518E+000,-2.3849146E+001,-1.4379864E+000, 1.6491087E+001, 0.0000000E+000, 0.0000000E+000, 5.8194279E+001, 5.5947261E+001, 5.2638253E-003, 5.2638253E-003, 1.2625403E+003
 6.7355881E+001, 9.8811774E+001,-3.5659518E+001, 1.5340421E+000,-2.3861643E+001,-1.4380167E+000, 1.6463176E+001, 0.0000000E+000, 0.0000000E+000, 5.8070730E+001, 5.5849815E+001, 5.2638253E-003, 5.2638253E-003, 1.2646584E+003
 6.7447739E+001, 9.8749865E+001,-3.5640446E+001, 1.5340141E+000,-2.3872241E+001,-1.4380280E+000, 1.6441137E+001, 0.0000000E+000, 0.0000000E+000, 5.8002020E+001, 5.5774301E+001, 5.2638253E-003, 5.2638253E-003, 1.2660687E+003
 6.7585518E+001, 9.8677422E+001,-3.5617107E+001, 1.5339606E+000,-2.3883174E+001,-1.4380186E+000, 1.6416940E+001, 0.0000000E+000, 0.0000000E+000, 5.7892144E+001, 5.5690023E+001, 5.2638253E-003, 5.2638253E-003, 1.2681809E+003
 6.7723305E+001, 9.8617855E+001,-3.5599855E+001, 1.5338726E+000,-2.3897469E+001,-1.4379884E+000, 1.6391528E+001, 0.0000000E+000, 0.0000000E+000, 5.7861493E+001, 5.5607943E+001, 5.2638253E-003, 5.2638253E-003, 1.2702897E+003
 6.7815155E+001, 9.8597306E+001,-3.5596411E+001, 1.5337879E+000,-2.3910804E+001,-1.4379522E+000, 1.6377825E+001, 0.0000000E+000, 0.0000000E+000, 5.7759730E+001, 5.5563751E+001, 5.2638253E-003, 5.2638253E-003, 1.2716943E+003
 6.7952942E+001, 9.8607002E+001,-3.5601290E+001, 1.5336986E+000,-2.3925291E+001,-1.4379074E+000, 1.6371065E+001, 0.0000000E+000, 0.0000000E+000, 5.7755910E+001, 5.5547277E+001, 5.2638253E-003, 5.2638253E-003, 1.2738001E+003
 6.8044800E+001, 9.8643300E+001,-3.5616487E+001, 1.5336138E+000,-2.3941212E+001,-1.4378602E+000, 1.6371707E+001, 0.0000000E+000, 0.0000000E+000, 5.7746362E+001, 5.5553062E+001, 5.2638253E-003, 5.2638253E-003, 1.2752040E+003
 6.8182579E+001, 9.8712200E+001,-3.5642898E+001, 1.5335419E+000,-2.3958903E+001,-1.4378157E+000, 1.6379290E+001, 0.0000000E+000, 0.0000000E+000, 5.7765298E+001, 5.5585415E+001, 5.2638253E-003, 5.2638253E-003, 1.2773105E+003
 6.8320366E+001, 9.8817567E+001,-3.5674700E+001, 1.5334842E+000,-2.3982230E+001,-1.4377759E+000, 1.6397364E+001, 0.0000000E+000, 0.0000000E+000, 5.7832598E+001, 5.5653710E+001, 5.2638253E-003, 5.2638253E-003, 1.2794191E+003
 6.8412216E+001, 9.8899740E+001,-3.5701501E+001, 1.5334678E+000,-2.4002793E+001,-1.4377542E+000, 1.6413434E+001, 0.0000000E+000, 0.0000000E+000, 5.7892695E+001, 5.5704594E+001, 5.2638253E-003, 5.2638253E-003, 1.2808264E+003
 6.8550003E+001, 9.8953563E+001,-3.5726884E+001, 1.5334788E+000,-2.4024434E+001,-1.4377401E+000, 1.6417118E+001, 0.0000000E+000, 0.0000000E+000, 5.7907362E+001, 5.5715103E+001, 5.2638253E-003, 5.2638253E-003, 1.2829380E+003
 6.8641861E+001, 9.8984411E+001,-3.5741133E+001, 1.5335085E+000,-2.4047055E+001,-1.4377324E+000, 1.6414899E+001, 0.0000000E+000, 0.0000000E+000, 5.7951380E+001, 5.5706898E+001, 5.2638253E-003, 5.2638253E-003, 1.2843456E+003
 6.8779640E+001, 9.8998766E+001,-3.5752998E+001, 1.5335563E+000,-2.4071064E+001,-1.4377299E+000, 1.6408313E+001, 0.0000000E+000, 0.0000000E+000, 5.7904514E+001, 5.5678845E+001, 5.2638253E-003, 5.2638253E-003, 1.2864564E+003
 6.8917427E+001, 9.8991352E+001,-3.5757028E+001, 1.5336217E+000,-2.4101061E+001,-1.4377242E+000, 1.6392631E+001, 0.0000000E+000, 0.0000000E+000, 5.7835963E+001, 5.5621792E+001, 5.2638253E-003, 5.2638253E-003, 1.2885652E+003
 6.9009277E+001, 9.8971158E+001,-3.5759887E+001, 1.5336793E+000,-2.4126773E+001,-1.4377163E+000, 1.6376717E+001, 0.0000000E+000, 0.0000000E+000, 5.7820687E+001, 5.5557178E+001, 5.2638253E-003, 5.2638253E-003, 1.2899700E+003
 6.9147064E+001, 9.8934079E+001,-3.5747729E+001, 1.5337220E+000,-2.4152636E+001,-1.4376987E+000, 1.6356231E+001, 0.0000000E+000, 0.0000000E+000, 5.7706172E+001, 5.5485968E+001, 5.2638253E-003, 5.2638253E-003, 1.2920743E+003
 6.9284843E+001, 9.8880659E+001,-3.5735911E+001, 1.5337547E+000,-2.4183495E+001,-1.4376685E+000, 1.6329850E+001, 0.0000000E+000, 0.0000000E+000, 5.7617161E+001, 5.5387189E+001, 5.2638253E-003, 5.2638253E-003, 1.2941754E+003
 6.9376701E+001, 9.8821798E+001,-3.5720865E+001, 1.5337585E+000,-2.4208527E+001,-1.4376325E+000, 1.6304197E+001, 0.0000000E+000, 0.0000000E+000, 5.7510897E+001, 5.5292730E+001, 5.2638253E-003, 5.2638253E-003, 1.2955739E+003
 6.9514488E+001, 9.8769024E+001,-3.5709796E+001, 1.5337402E+000,-2.4232648E+001,-1.4375896E+000, 1.6278523E+001, 0.0000000E+000, 0.0000000E+000, 5.7424376E+001, 5.5201254E+001, 5.2638253E-003, 5.2638253E-003, 1.2976684E+003
 6.9606339E+001, 9.8722519E+001,-3.5699530E+001, 1.5337026E+000,-2.4255928E+001,-1.4375396E+000, 1.6254827E+001, 0.0000000E+000, 0.0000000E+000, 5.7353523E+001, 5.5118051E+001, 5.2638253E-003, 5.2638253E-003, 1.2990626E+003
 6.9744125E+001, 9.8774138E+001,-3.5723377E+001, 1.5336479E+000,-2.4278338E+001,-1.4374904E+000, 1.6251515E+001, 0.0000000E+000, 0.0000000E+000, 5.7304814E+001, 5.5120096E+001, 5.2638253E-003, 5.2638253E-003, 1.3011526E+003
 6.9881905E+001, 9.8871399E+001,-3.5762801E+001, 1.5335807E+000,-2.4304205E+001,-1.4374395E+000, 1.6265905E+001, 0.0000000E+000, 0.0000000E+000, 5.7380614E+001, 5.5166439E+001, 5.2638253E-003, 5.2638253E-003, 1.3032446E+003
 6.9973763E+001, 9.8932426E+001,-3.5788438E+001, 1.5335367E+000,-2.4324530E+001,-1.4374071E+000, 1.6273734E+001, 0.0000000E+000, 0.0000000E+000, 5.7436698E+001, 5.5189322E+001, 5.2638253E-003, 5.2638253E-003, 1.3046400E+003
 7.0111549E+001, 9.8970327E+001,-3.5804379E+001, 1.5335053E+000,-2.4343847E+001,-1.4373854E+000, 1.6276051E+001, 0.0000000E+000, 0.0000000E+000, 5.7434369E+001, 5.5194273E+001, 5.2638253E-003, 5.2638253E-003, 1.3067335E+003
 7.0203400E+001, 9.8987532E+001,-3.5813567E+001, 1.5334885E+000,-2.4362799E+001,-1.4373726E+000, 1.6272873E+001, 0.0000000E+000, 0.0000000E+000, 5.7388116E+001, 5.5180155E+001, 5.2638253E-003, 5.2638253E-003, 1.3081290E+003
 7.0341187E+001, 9.8972937E+001,-3.5803231E+001, 1.5334874E+000,-2.4381462E+001,-1.4373655E+000, 1.6265127E+001, 0.0000000E+000, 0.0000000E+000, 5.7372524E+001, 5.5149493E+001, 5.2638253E-003, 5.2638253E-003, 1.3102214E+003
 7.0478966E+001, 9.8947505E+001,-3.5802696E+001, 1.5335145E+000,-2.4404330E+001,-1.4373686E+000, 1.6247416E+001, 0.0000000E+000, 0.0000000E+000, 5.7336143E+001, 5.5084041E+001, 5.2638253E-003, 5.2638253E-003, 1.3123117E+003
 7.0570824E+001, 9.8917128E+001,-3.5802229E+001, 1.5335533E+000,-2.4424587E+001,-1.4373737E+000, 1.6226461E+001, 0.0000000E+000, 0.0000000E+000, 5.7239509E+001, 5.5012953E+001, 5.2638253E-003, 5.2638253E-003, 1.3137034E+003
 7.0708611E+001, 9.8904970E+001,-3.5821378E+001, 1.5336199E+000,-2.4446946E+001,-1.4373826E+000, 1.6205143E+001, 0.0000000E+000, 0.0000000E+000, 5.7152443E+001, 5.4938026E+001, 5.2638253E-003, 5.2638253E-003, 1.3157884E+003
 7.0800461E+001, 9.8897556E+001,-3.5814575E+001, 1.5336795E+000,-2.4470781E+001,-1.4373906E+000, 1.6192755E+001, 0.0000000E+000, 0.0000000E+000, 5.7099246E+001, 5.4901245E+001, 5.2638253E-003, 5.2638253E-003, 1.3171770E+003
 7.0938248E+001, 9.8914829E+001,-3.5816802E+001, 1.5337615E+000,-2.4494400E+001,-1.4374069E+000, 1.6189836E+001, 0.0000000E+000, 0.0000000E+000, 5.7109302E+001, 5.4889818E+001, 5.2638253E-003, 5.2638253E-003, 1.3192594E+003
 7.1076027E+001, 9.8930087E+001,-3.5821398E+001, 1.5338675E+000,-2.4522262E+001,-1.4374263E+000, 1.6185483E+001, 0.0000000E+000, 0.0000000E+000, 5.7063452E+001, 5.4868351E+001, 5.2638253E-003, 5.2638253E-003, 1.3213414E+003
 7.1167885E+001, 9.8965577E+001,-3.5835974E+001, 1.5339552E+000,-2.4544418E+001,-1.4374487E+000, 1.6184010E+001, 0.0000000E+000, 0.0000000E+000, 5.7058327E+001, 5.4865701E+001, 5.2638253E-003, 5.2638253E-003, 1.3227292E+003
 7.1305672E+001, 9.8956896E+001,-3.5821544E+001, 1.5340305E+000,-2.4565108E+001,-1.4374739E+000, 1.6180178E+001, 0.0000000E+000, 0.0000000E+000, 5.7073621E+001, 5.4846979E+001, 5.2638253E-003, 5.2638253E-003, 1.3248104E+003
 7.1443451E+001, 9.8911006E+001,-3.5800026E+001, 1.5341290E+000,-2.4588026E+001,-1.4375117E+000, 1.6166295E+001, 0.0000000E+000, 0.0000000E+000, 5.7007083E+001, 5.4785866E+001, 5.2638253E-003, 5.2638253E-003, 1.3268905E+003
 7.1535309E+001, 9.8855056E+001,-3.5792235E+001, 1.5341965E+000,-2.4606740E+001,-1.4375439E+000, 1.6140436E+001, 0.0000000E+000, 0.0000000E+000, 5.6914587E+001, 5.4693169E+001, 5.2638253E-003, 5.2638253E-003, 1.3282751E+003
 7.1673088E+001, 9.8817518E+001,-3.5788253E+001, 1.5342358E+000,-2.4626377E+001,-1.4375740E+000, 1.6115897E+001, 0.0000000E+000, 0.0000000E+000, 5.6834801E+001, 5.4615446E+001, 5.2638253E-003, 5.2638253E-003, 1.3303484E+003
 7.1764946E+001, 9.8792045E+001,-3.5770135E+001, 1.5342493E+000,-2.4647087E+001,-1.4376066E+000, 1.6102548E+001, 0.0000000E+000, 0.0000000E+000, 5.6773692E+001, 5.4574013E+001, 5.2638253E-003, 5.2638253E-003, 1.3317292E+003
